sim,type,true_ate,run,j,n,d
1652,none,-0.4,152,4,500,ls
1652,shrunk,-0.4,152,4,500,ls
1653,raw,-0.4,153,4,500,ls
1653,raw,-0.4,153,4,500,ls
1653,raw,-0.4,153,4,500,ls
1653,raw,-0.4,153,4,500,ls
1653,old,-0.4,153,4,500,ls
1653,boot,-0.4,153,4,500,ls
1653,all_boot,-0.4,153,4,500,ls
1653,null,-0.4,153,4,500,ls
1653,gn,-0.4,153,4,500,ls
1653,hybrid_gn,-0.4,153,4,500,ls
1653,none,-0.4,153,4,500,ls
1653,shrunk,-0.4,153,4,500,ls
1654,raw,-0.4,154,4,500,ls
1654,raw,-0.4,154,4,500,ls
1654,raw,-0.4,154,4,500,ls
1654,raw,-0.4,154,4,500,ls
1654,old,-0.4,154,4,500,ls
1654,boot,-0.4,154,4,500,ls
1654,all_boot,-0.4,154,4,500,ls
1654,null,-0.4,154,4,500,ls
1654,gn,-0.4,154,4,500,ls
1654,hybrid_gn,-0.4,154,4,500,ls
1654,none,-0.4,154,4,500,ls
1654,shrunk,-0.4,154,4,500,ls
1655,raw,-0.4,155,4,500,ls
1655,raw,-0.4,155,4,500,ls
1655,raw,-0.4,155,4,500,ls
1655,raw,-0.4,155,4,500,ls
1655,old,-0.4,155,4,500,ls
1655,boot,-0.4,155,4,500,ls
1655,all_boot,-0.4,155,4,500,ls
1655,null,-0.4,155,4,500,ls
1655,gn,-0.4,155,4,500,ls
1655,hybrid_gn,-0.4,155,4,500,ls
1655,none,-0.4,155,4,500,ls
1655,shrunk,-0.4,155,4,500,ls
1656,raw,-0.4,156,4,500,ls
1656,raw,-0.4,156,4,500,ls
1656,raw,-0.4,156,4,500,ls
1656,raw,-0.4,156,4,500,ls
1656,old,-0.4,156,4,500,ls
1656,boot,-0.4,156,4,500,ls
1656,all_boot,-0.4,156,4,500,ls
1656,null,-0.4,156,4,500,ls
1656,gn,-0.4,156,4,500,ls
1656,hybrid_gn,-0.4,156,4,500,ls
1656,none,-0.4,156,4,500,ls
1656,shrunk,-0.4,156,4,500,ls
1657,raw,-0.4,157,4,500,ls
1657,raw,-0.4,157,4,500,ls
1657,raw,-0.4,157,4,500,ls
1657,raw,-0.4,157,4,500,ls
1657,old,-0.4,157,4,500,ls
1657,boot,-0.4,157,4,500,ls
1657,all_boot,-0.4,157,4,500,ls
1657,null,-0.4,157,4,500,ls
1657,gn,-0.4,157,4,500,ls
1657,hybrid_gn,-0.4,157,4,500,ls
1657,none,-0.4,157,4,500,ls
1657,shrunk,-0.4,157,4,500,ls
1658,raw,-0.4,158,4,500,ls
1658,raw,-0.4,158,4,500,ls
1658,raw,-0.4,158,4,500,ls
1658,raw,-0.4,158,4,500,ls
1658,old,-0.4,158,4,500,ls
1658,boot,-0.4,158,4,500,ls
1658,all_boot,-0.4,158,4,500,ls
1658,null,-0.4,158,4,500,ls
1658,gn,-0.4,158,4,500,ls
1658,hybrid_gn,-0.4,158,4,500,ls
1658,none,-0.4,158,4,500,ls
1658,shrunk,-0.4,158,4,500,ls
1659,raw,-0.4,159,4,500,ls
1659,raw,-0.4,159,4,500,ls
1659,raw,-0.4,159,4,500,ls
1659,raw,-0.4,159,4,500,ls
1659,old,-0.4,159,4,500,ls
1659,boot,-0.4,159,4,500,ls
1659,all_boot,-0.4,159,4,500,ls
1659,null,-0.4,159,4,500,ls
1659,gn,-0.4,159,4,500,ls
1659,hybrid_gn,-0.4,159,4,500,ls
1659,none,-0.4,159,4,500,ls
1659,shrunk,-0.4,159,4,500,ls
1660,raw,-0.4,160,4,500,ls
1660,raw,-0.4,160,4,500,ls
1660,raw,-0.4,160,4,500,ls
1660,raw,-0.4,160,4,500,ls
1660,old,-0.4,160,4,500,ls
1660,boot,-0.4,160,4,500,ls
1660,all_boot,-0.4,160,4,500,ls
1660,null,-0.4,160,4,500,ls
1660,gn,-0.4,160,4,500,ls
1660,hybrid_gn,-0.4,160,4,500,ls
1660,none,-0.4,160,4,500,ls
1660,shrunk,-0.4,160,4,500,ls
1661,raw,-0.4,161,4,500,ls
1661,raw,-0.4,161,4,500,ls
1661,raw,-0.4,161,4,500,ls
1661,raw,-0.4,161,4,500,ls
1661,old,-0.4,161,4,500,ls
1661,boot,-0.4,161,4,500,ls
1661,all_boot,-0.4,161,4,500,ls
1661,null,-0.4,161,4,500,ls
1661,gn,-0.4,161,4,500,ls
1661,hybrid_gn,-0.4,161,4,500,ls
1661,none,-0.4,161,4,500,ls
1661,shrunk,-0.4,161,4,500,ls
1662,raw,-0.4,162,4,500,ls
1662,raw,-0.4,162,4,500,ls
1662,raw,-0.4,162,4,500,ls
1662,raw,-0.4,162,4,500,ls
1662,old,-0.4,162,4,500,ls
1662,boot,-0.4,162,4,500,ls
1662,all_boot,-0.4,162,4,500,ls
1662,null,-0.4,162,4,500,ls
1662,gn,-0.4,162,4,500,ls
1662,hybrid_gn,-0.4,162,4,500,ls
1662,none,-0.4,162,4,500,ls
1662,shrunk,-0.4,162,4,500,ls
1663,raw,-0.4,163,4,500,ls
1663,raw,-0.4,163,4,500,ls
1663,raw,-0.4,163,4,500,ls
1663,raw,-0.4,163,4,500,ls
1663,old,-0.4,163,4,500,ls
1663,boot,-0.4,163,4,500,ls
1663,all_boot,-0.4,163,4,500,ls
1663,null,-0.4,163,4,500,ls
1663,gn,-0.4,163,4,500,ls
1663,hybrid_gn,-0.4,163,4,500,ls
1663,none,-0.4,163,4,500,ls
1663,shrunk,-0.4,163,4,500,ls
1664,raw,-0.4,164,4,500,ls
1664,raw,-0.4,164,4,500,ls
1664,raw,-0.4,164,4,500,ls
1664,raw,-0.4,164,4,500,ls
1664,old,-0.4,164,4,500,ls
1664,boot,-0.4,164,4,500,ls
1664,all_boot,-0.4,164,4,500,ls
1664,null,-0.4,164,4,500,ls
1664,gn,-0.4,164,4,500,ls
1664,hybrid_gn,-0.4,164,4,500,ls
1664,none,-0.4,164,4,500,ls
1664,shrunk,-0.4,164,4,500,ls
1665,raw,-0.4,165,4,500,ls
1665,raw,-0.4,165,4,500,ls
1665,raw,-0.4,165,4,500,ls
1665,raw,-0.4,165,4,500,ls
1665,old,-0.4,165,4,500,ls
1665,boot,-0.4,165,4,500,ls
1665,all_boot,-0.4,165,4,500,ls
1665,null,-0.4,165,4,500,ls
1665,gn,-0.4,165,4,500,ls
1665,hybrid_gn,-0.4,165,4,500,ls
1665,none,-0.4,165,4,500,ls
1665,shrunk,-0.4,165,4,500,ls
1666,raw,-0.4,166,4,500,ls
1666,raw,-0.4,166,4,500,ls
1666,raw,-0.4,166,4,500,ls
1666,raw,-0.4,166,4,500,ls
1666,old,-0.4,166,4,500,ls
1666,boot,-0.4,166,4,500,ls
1666,all_boot,-0.4,166,4,500,ls
1666,null,-0.4,166,4,500,ls
1666,gn,-0.4,166,4,500,ls
1666,hybrid_gn,-0.4,166,4,500,ls
1666,none,-0.4,166,4,500,ls
1666,shrunk,-0.4,166,4,500,ls
1667,raw,-0.4,167,4,500,ls
1667,raw,-0.4,167,4,500,ls
1667,raw,-0.4,167,4,500,ls
1667,raw,-0.4,167,4,500,ls
1667,old,-0.4,167,4,500,ls
1667,boot,-0.4,167,4,500,ls
1667,all_boot,-0.4,167,4,500,ls
1667,null,-0.4,167,4,500,ls
1667,gn,-0.4,167,4,500,ls
1667,hybrid_gn,-0.4,167,4,500,ls
1667,none,-0.4,167,4,500,ls
1667,shrunk,-0.4,167,4,500,ls
1668,raw,-0.4,168,4,500,ls
1668,raw,-0.4,168,4,500,ls
1668,raw,-0.4,168,4,500,ls
1668,raw,-0.4,168,4,500,ls
1668,old,-0.4,168,4,500,ls
1668,boot,-0.4,168,4,500,ls
1668,all_boot,-0.4,168,4,500,ls
1668,null,-0.4,168,4,500,ls
1668,gn,-0.4,168,4,500,ls
1668,hybrid_gn,-0.4,168,4,500,ls
1668,none,-0.4,168,4,500,ls
1668,shrunk,-0.4,168,4,500,ls
1669,raw,-0.4,169,4,500,ls
1669,raw,-0.4,169,4,500,ls
1669,raw,-0.4,169,4,500,ls
1669,raw,-0.4,169,4,500,ls
1669,old,-0.4,169,4,500,ls
1669,boot,-0.4,169,4,500,ls
1669,all_boot,-0.4,169,4,500,ls
1669,null,-0.4,169,4,500,ls
1669,gn,-0.4,169,4,500,ls
1669,hybrid_gn,-0.4,169,4,500,ls
1669,none,-0.4,169,4,500,ls
1669,shrunk,-0.4,169,4,500,ls
1670,raw,-0.4,170,4,500,ls
1670,raw,-0.4,170,4,500,ls
1670,raw,-0.4,170,4,500,ls
1670,raw,-0.4,170,4,500,ls
1670,old,-0.4,170,4,500,ls
1670,boot,-0.4,170,4,500,ls
1670,all_boot,-0.4,170,4,500,ls
1670,null,-0.4,170,4,500,ls
1670,gn,-0.4,170,4,500,ls
1670,hybrid_gn,-0.4,170,4,500,ls
1670,none,-0.4,170,4,500,ls
1670,shrunk,-0.4,170,4,500,ls
1671,raw,-0.4,171,4,500,ls
1671,raw,-0.4,171,4,500,ls
1671,raw,-0.4,171,4,500,ls
1671,raw,-0.4,171,4,500,ls
1671,old,-0.4,171,4,500,ls
1671,boot,-0.4,171,4,500,ls
1671,all_boot,-0.4,171,4,500,ls
1671,null,-0.4,171,4,500,ls
1671,gn,-0.4,171,4,500,ls
1671,hybrid_gn,-0.4,171,4,500,ls
1671,none,-0.4,171,4,500,ls
1671,shrunk,-0.4,171,4,500,ls
1672,raw,-0.4,172,4,500,ls
1672,raw,-0.4,172,4,500,ls
1672,raw,-0.4,172,4,500,ls
1672,raw,-0.4,172,4,500,ls
1672,old,-0.4,172,4,500,ls
1672,boot,-0.4,172,4,500,ls
1672,all_boot,-0.4,172,4,500,ls
1672,null,-0.4,172,4,500,ls
1672,gn,-0.4,172,4,500,ls
1672,hybrid_gn,-0.4,172,4,500,ls
1672,none,-0.4,172,4,500,ls
1672,shrunk,-0.4,172,4,500,ls
1673,raw,-0.4,173,4,500,ls
1673,raw,-0.4,173,4,500,ls
1673,raw,-0.4,173,4,500,ls
1673,raw,-0.4,173,4,500,ls
1673,old,-0.4,173,4,500,ls
1673,boot,-0.4,173,4,500,ls
1673,all_boot,-0.4,173,4,500,ls
1673,null,-0.4,173,4,500,ls
1673,gn,-0.4,173,4,500,ls
1673,hybrid_gn,-0.4,173,4,500,ls
1673,none,-0.4,173,4,500,ls
1673,shrunk,-0.4,173,4,500,ls
1674,raw,-0.4,174,4,500,ls
1674,raw,-0.4,174,4,500,ls
1674,raw,-0.4,174,4,500,ls
1674,raw,-0.4,174,4,500,ls
1674,old,-0.4,174,4,500,ls
1674,boot,-0.4,174,4,500,ls
1674,all_boot,-0.4,174,4,500,ls
1674,null,-0.4,174,4,500,ls
1674,gn,-0.4,174,4,500,ls
1674,hybrid_gn,-0.4,174,4,500,ls
1674,none,-0.4,174,4,500,ls
1674,shrunk,-0.4,174,4,500,ls
1675,raw,-0.4,175,4,500,ls
1675,raw,-0.4,175,4,500,ls
1675,raw,-0.4,175,4,500,ls
1675,raw,-0.4,175,4,500,ls
1675,old,-0.4,175,4,500,ls
1675,boot,-0.4,175,4,500,ls
1675,all_boot,-0.4,175,4,500,ls
1675,null,-0.4,175,4,500,ls
1675,gn,-0.4,175,4,500,ls
1675,hybrid_gn,-0.4,175,4,500,ls
1675,none,-0.4,175,4,500,ls
1675,shrunk,-0.4,175,4,500,ls
1676,raw,-0.4,176,4,500,ls
1676,raw,-0.4,176,4,500,ls
1676,raw,-0.4,176,4,500,ls
1676,raw,-0.4,176,4,500,ls
1676,old,-0.4,176,4,500,ls
1676,boot,-0.4,176,4,500,ls
1676,all_boot,-0.4,176,4,500,ls
1676,null,-0.4,176,4,500,ls
1676,gn,-0.4,176,4,500,ls
1676,hybrid_gn,-0.4,176,4,500,ls
1676,none,-0.4,176,4,500,ls
1676,shrunk,-0.4,176,4,500,ls
1677,raw,-0.4,177,4,500,ls
1677,raw,-0.4,177,4,500,ls
1677,raw,-0.4,177,4,500,ls
1677,raw,-0.4,177,4,500,ls
1677,old,-0.4,177,4,500,ls
1677,boot,-0.4,177,4,500,ls
1677,all_boot,-0.4,177,4,500,ls
1677,null,-0.4,177,4,500,ls
1677,gn,-0.4,177,4,500,ls
1677,hybrid_gn,-0.4,177,4,500,ls
1677,none,-0.4,177,4,500,ls
1677,shrunk,-0.4,177,4,500,ls
1678,raw,-0.4,178,4,500,ls
1678,raw,-0.4,178,4,500,ls
1678,raw,-0.4,178,4,500,ls
1678,raw,-0.4,178,4,500,ls
1678,old,-0.4,178,4,500,ls
1678,boot,-0.4,178,4,500,ls
1678,all_boot,-0.4,178,4,500,ls
1678,null,-0.4,178,4,500,ls
1678,gn,-0.4,178,4,500,ls
1678,hybrid_gn,-0.4,178,4,500,ls
1678,none,-0.4,178,4,500,ls
1678,shrunk,-0.4,178,4,500,ls
1679,raw,-0.4,179,4,500,ls
1679,raw,-0.4,179,4,500,ls
1679,raw,-0.4,179,4,500,ls
1679,raw,-0.4,179,4,500,ls
1679,old,-0.4,179,4,500,ls
1679,boot,-0.4,179,4,500,ls
1679,all_boot,-0.4,179,4,500,ls
1679,null,-0.4,179,4,500,ls
1679,gn,-0.4,179,4,500,ls
1679,hybrid_gn,-0.4,179,4,500,ls
1679,none,-0.4,179,4,500,ls
1679,shrunk,-0.4,179,4,500,ls
1680,raw,-0.4,180,4,500,ls
1680,raw,-0.4,180,4,500,ls
1680,raw,-0.4,180,4,500,ls
1680,raw,-0.4,180,4,500,ls
1680,old,-0.4,180,4,500,ls
1680,boot,-0.4,180,4,500,ls
1680,all_boot,-0.4,180,4,500,ls
1680,null,-0.4,180,4,500,ls
1680,gn,-0.4,180,4,500,ls
1680,hybrid_gn,-0.4,180,4,500,ls
1680,none,-0.4,180,4,500,ls
1680,shrunk,-0.4,180,4,500,ls
1681,raw,-0.4,181,4,500,ls
1681,raw,-0.4,181,4,500,ls
1681,raw,-0.4,181,4,500,ls
1681,raw,-0.4,181,4,500,ls
1681,old,-0.4,181,4,500,ls
1681,boot,-0.4,181,4,500,ls
1681,all_boot,-0.4,181,4,500,ls
1681,null,-0.4,181,4,500,ls
1681,gn,-0.4,181,4,500,ls
1681,hybrid_gn,-0.4,181,4,500,ls
1681,none,-0.4,181,4,500,ls
1681,shrunk,-0.4,181,4,500,ls
1682,raw,-0.4,182,4,500,ls
1682,raw,-0.4,182,4,500,ls
1682,raw,-0.4,182,4,500,ls
1682,raw,-0.4,182,4,500,ls
1682,old,-0.4,182,4,500,ls
1682,boot,-0.4,182,4,500,ls
1682,all_boot,-0.4,182,4,500,ls
1682,null,-0.4,182,4,500,ls
1682,gn,-0.4,182,4,500,ls
1682,hybrid_gn,-0.4,182,4,500,ls
1682,none,-0.4,182,4,500,ls
1682,shrunk,-0.4,182,4,500,ls
1683,raw,-0.4,183,4,500,ls
1683,raw,-0.4,183,4,500,ls
1683,raw,-0.4,183,4,500,ls
1683,raw,-0.4,183,4,500,ls
1683,old,-0.4,183,4,500,ls
1683,boot,-0.4,183,4,500,ls
1683,all_boot,-0.4,183,4,500,ls
1683,null,-0.4,183,4,500,ls
1683,gn,-0.4,183,4,500,ls
1683,hybrid_gn,-0.4,183,4,500,ls
1683,none,-0.4,183,4,500,ls
1683,shrunk,-0.4,183,4,500,ls
1684,raw,-0.4,184,4,500,ls
1684,raw,-0.4,184,4,500,ls
1684,raw,-0.4,184,4,500,ls
1684,raw,-0.4,184,4,500,ls
1684,old,-0.4,184,4,500,ls
1684,boot,-0.4,184,4,500,ls
1684,all_boot,-0.4,184,4,500,ls
1684,null,-0.4,184,4,500,ls
1684,gn,-0.4,184,4,500,ls
1684,hybrid_gn,-0.4,184,4,500,ls
1684,none,-0.4,184,4,500,ls
1684,shrunk,-0.4,184,4,500,ls
1685,raw,-0.4,185,4,500,ls
1685,raw,-0.4,185,4,500,ls
1685,raw,-0.4,185,4,500,ls
1685,raw,-0.4,185,4,500,ls
1685,old,-0.4,185,4,500,ls
1685,boot,-0.4,185,4,500,ls
1685,all_boot,-0.4,185,4,500,ls
1685,null,-0.4,185,4,500,ls
1685,gn,-0.4,185,4,500,ls
1685,hybrid_gn,-0.4,185,4,500,ls
1685,none,-0.4,185,4,500,ls
1685,shrunk,-0.4,185,4,500,ls
1686,raw,-0.4,186,4,500,ls
1686,raw,-0.4,186,4,500,ls
1686,raw,-0.4,186,4,500,ls
1686,raw,-0.4,186,4,500,ls
1686,old,-0.4,186,4,500,ls
1686,boot,-0.4,186,4,500,ls
1686,all_boot,-0.4,186,4,500,ls
1686,null,-0.4,186,4,500,ls
1686,gn,-0.4,186,4,500,ls
1686,hybrid_gn,-0.4,186,4,500,ls
1686,none,-0.4,186,4,500,ls
1686,shrunk,-0.4,186,4,500,ls
1687,raw,-0.4,187,4,500,ls
1687,raw,-0.4,187,4,500,ls
1687,raw,-0.4,187,4,500,ls
1687,raw,-0.4,187,4,500,ls
1687,old,-0.4,187,4,500,ls
1687,boot,-0.4,187,4,500,ls
1687,all_boot,-0.4,187,4,500,ls
1687,null,-0.4,187,4,500,ls
1687,gn,-0.4,187,4,500,ls
1687,hybrid_gn,-0.4,187,4,500,ls
1687,none,-0.4,187,4,500,ls
1687,shrunk,-0.4,187,4,500,ls
1688,raw,-0.4,188,4,500,ls
1688,raw,-0.4,188,4,500,ls
1688,raw,-0.4,188,4,500,ls
1688,raw,-0.4,188,4,500,ls
1688,old,-0.4,188,4,500,ls
1688,boot,-0.4,188,4,500,ls
1688,all_boot,-0.4,188,4,500,ls
1688,null,-0.4,188,4,500,ls
1688,gn,-0.4,188,4,500,ls
1688,hybrid_gn,-0.4,188,4,500,ls
1688,none,-0.4,188,4,500,ls
1688,shrunk,-0.4,188,4,500,ls
1689,raw,-0.4,189,4,500,ls
1689,raw,-0.4,189,4,500,ls
1689,raw,-0.4,189,4,500,ls
1689,raw,-0.4,189,4,500,ls
1689,old,-0.4,189,4,500,ls
1689,boot,-0.4,189,4,500,ls
1689,all_boot,-0.4,189,4,500,ls
1689,null,-0.4,189,4,500,ls
1689,gn,-0.4,189,4,500,ls
1689,hybrid_gn,-0.4,189,4,500,ls
1689,none,-0.4,189,4,500,ls
1689,shrunk,-0.4,189,4,500,ls
1690,raw,-0.4,190,4,500,ls
1690,raw,-0.4,190,4,500,ls
1690,raw,-0.4,190,4,500,ls
1690,raw,-0.4,190,4,500,ls
1690,old,-0.4,190,4,500,ls
1690,boot,-0.4,190,4,500,ls
1690,all_boot,-0.4,190,4,500,ls
1690,null,-0.4,190,4,500,ls
1690,gn,-0.4,190,4,500,ls
1690,hybrid_gn,-0.4,190,4,500,ls
1690,none,-0.4,190,4,500,ls
1690,shrunk,-0.4,190,4,500,ls
1691,raw,-0.4,191,4,500,ls
1691,raw,-0.4,191,4,500,ls
1691,raw,-0.4,191,4,500,ls
1691,raw,-0.4,191,4,500,ls
1691,old,-0.4,191,4,500,ls
1691,boot,-0.4,191,4,500,ls
1691,all_boot,-0.4,191,4,500,ls
1691,null,-0.4,191,4,500,ls
1691,gn,-0.4,191,4,500,ls
1691,hybrid_gn,-0.4,191,4,500,ls
1691,none,-0.4,191,4,500,ls
1691,shrunk,-0.4,191,4,500,ls
1692,raw,-0.4,192,4,500,ls
1692,raw,-0.4,192,4,500,ls
1692,raw,-0.4,192,4,500,ls
1692,raw,-0.4,192,4,500,ls
1692,old,-0.4,192,4,500,ls
1692,boot,-0.4,192,4,500,ls
1692,all_boot,-0.4,192,4,500,ls
1692,null,-0.4,192,4,500,ls
1692,gn,-0.4,192,4,500,ls
1692,hybrid_gn,-0.4,192,4,500,ls
1692,none,-0.4,192,4,500,ls
1692,shrunk,-0.4,192,4,500,ls
1693,raw,-0.4,193,4,500,ls
1693,raw,-0.4,193,4,500,ls
1693,raw,-0.4,193,4,500,ls
1693,raw,-0.4,193,4,500,ls
1693,old,-0.4,193,4,500,ls
1693,boot,-0.4,193,4,500,ls
1693,all_boot,-0.4,193,4,500,ls
1693,null,-0.4,193,4,500,ls
1693,gn,-0.4,193,4,500,ls
1693,hybrid_gn,-0.4,193,4,500,ls
1693,none,-0.4,193,4,500,ls
1693,shrunk,-0.4,193,4,500,ls
1694,raw,-0.4,194,4,500,ls
1694,raw,-0.4,194,4,500,ls
1694,raw,-0.4,194,4,500,ls
1694,raw,-0.4,194,4,500,ls
1694,old,-0.4,194,4,500,ls
1694,boot,-0.4,194,4,500,ls
1694,all_boot,-0.4,194,4,500,ls
1694,null,-0.4,194,4,500,ls
1694,gn,-0.4,194,4,500,ls
1694,hybrid_gn,-0.4,194,4,500,ls
1694,none,-0.4,194,4,500,ls
1694,shrunk,-0.4,194,4,500,ls
1695,raw,-0.4,195,4,500,ls
1695,raw,-0.4,195,4,500,ls
1695,raw,-0.4,195,4,500,ls
1695,raw,-0.4,195,4,500,ls
1695,old,-0.4,195,4,500,ls
1695,boot,-0.4,195,4,500,ls
1695,all_boot,-0.4,195,4,500,ls
1695,null,-0.4,195,4,500,ls
1695,gn,-0.4,195,4,500,ls
1695,hybrid_gn,-0.4,195,4,500,ls
1695,none,-0.4,195,4,500,ls
1695,shrunk,-0.4,195,4,500,ls
1696,raw,-0.4,196,4,500,ls
1696,raw,-0.4,196,4,500,ls
1696,raw,-0.4,196,4,500,ls
1696,raw,-0.4,196,4,500,ls
1696,old,-0.4,196,4,500,ls
1696,boot,-0.4,196,4,500,ls
1696,all_boot,-0.4,196,4,500,ls
1696,null,-0.4,196,4,500,ls
1696,gn,-0.4,196,4,500,ls
1696,hybrid_gn,-0.4,196,4,500,ls
1696,none,-0.4,196,4,500,ls
1696,shrunk,-0.4,196,4,500,ls
1697,raw,-0.4,197,4,500,ls
1697,raw,-0.4,197,4,500,ls
1697,raw,-0.4,197,4,500,ls
1697,raw,-0.4,197,4,500,ls
1697,old,-0.4,197,4,500,ls
1697,boot,-0.4,197,4,500,ls
1697,all_boot,-0.4,197,4,500,ls
1697,null,-0.4,197,4,500,ls
1697,gn,-0.4,197,4,500,ls
1697,hybrid_gn,-0.4,197,4,500,ls
1697,none,-0.4,197,4,500,ls
1697,shrunk,-0.4,197,4,500,ls
1698,raw,-0.4,198,4,500,ls
1698,raw,-0.4,198,4,500,ls
1698,raw,-0.4,198,4,500,ls
1698,raw,-0.4,198,4,500,ls
1698,old,-0.4,198,4,500,ls
1698,boot,-0.4,198,4,500,ls
1698,all_boot,-0.4,198,4,500,ls
1698,null,-0.4,198,4,500,ls
1698,gn,-0.4,198,4,500,ls
1698,hybrid_gn,-0.4,198,4,500,ls
1698,none,-0.4,198,4,500,ls
1698,shrunk,-0.4,198,4,500,ls
1699,raw,-0.4,199,4,500,ls
1699,raw,-0.4,199,4,500,ls
1699,raw,-0.4,199,4,500,ls
1699,raw,-0.4,199,4,500,ls
1699,old,-0.4,199,4,500,ls
1699,boot,-0.4,199,4,500,ls
1699,all_boot,-0.4,199,4,500,ls
1699,null,-0.4,199,4,500,ls
1699,gn,-0.4,199,4,500,ls
1699,hybrid_gn,-0.4,199,4,500,ls
1699,none,-0.4,199,4,500,ls
1699,shrunk,-0.4,199,4,500,ls
1700,raw,-0.4,200,4,500,ls
1700,raw,-0.4,200,4,500,ls
1700,raw,-0.4,200,4,500,ls
1700,raw,-0.4,200,4,500,ls
1700,old,-0.4,200,4,500,ls
1700,boot,-0.4,200,4,500,ls
1700,all_boot,-0.4,200,4,500,ls
1700,null,-0.4,200,4,500,ls
1700,gn,-0.4,200,4,500,ls
1700,hybrid_gn,-0.4,200,4,500,ls
1700,none,-0.4,200,4,500,ls
1700,shrunk,-0.4,200,4,500,ls
1701,raw,-0.4,201,4,500,ls
1701,raw,-0.4,201,4,500,ls
1701,raw,-0.4,201,4,500,ls
1701,raw,-0.4,201,4,500,ls
1701,old,-0.4,201,4,500,ls
1701,boot,-0.4,201,4,500,ls
1701,all_boot,-0.4,201,4,500,ls
1701,null,-0.4,201,4,500,ls
1701,gn,-0.4,201,4,500,ls
1701,hybrid_gn,-0.4,201,4,500,ls
1701,none,-0.4,201,4,500,ls
1701,shrunk,-0.4,201,4,500,ls
1702,raw,-0.4,202,4,500,ls
1702,raw,-0.4,202,4,500,ls
1702,raw,-0.4,202,4,500,ls
1702,raw,-0.4,202,4,500,ls
1702,old,-0.4,202,4,500,ls
1702,boot,-0.4,202,4,500,ls
1702,all_boot,-0.4,202,4,500,ls
1702,null,-0.4,202,4,500,ls
1702,gn,-0.4,202,4,500,ls
1702,hybrid_gn,-0.4,202,4,500,ls
1702,none,-0.4,202,4,500,ls
1702,shrunk,-0.4,202,4,500,ls
1703,raw,-0.4,203,4,500,ls
1703,raw,-0.4,203,4,500,ls
1703,raw,-0.4,203,4,500,ls
1703,raw,-0.4,203,4,500,ls
1703,old,-0.4,203,4,500,ls
1703,boot,-0.4,203,4,500,ls
1703,all_boot,-0.4,203,4,500,ls
1703,null,-0.4,203,4,500,ls
1703,gn,-0.4,203,4,500,ls
1703,hybrid_gn,-0.4,203,4,500,ls
1703,none,-0.4,203,4,500,ls
1703,shrunk,-0.4,203,4,500,ls
1704,raw,-0.4,204,4,500,ls
1704,raw,-0.4,204,4,500,ls
1704,raw,-0.4,204,4,500,ls
1704,raw,-0.4,204,4,500,ls
1704,old,-0.4,204,4,500,ls
1704,boot,-0.4,204,4,500,ls
1704,all_boot,-0.4,204,4,500,ls
1704,null,-0.4,204,4,500,ls
1704,gn,-0.4,204,4,500,ls
1704,hybrid_gn,-0.4,204,4,500,ls
1704,none,-0.4,204,4,500,ls
1704,shrunk,-0.4,204,4,500,ls
1705,raw,-0.4,205,4,500,ls
1705,raw,-0.4,205,4,500,ls
1705,raw,-0.4,205,4,500,ls
1705,raw,-0.4,205,4,500,ls
1705,old,-0.4,205,4,500,ls
1705,boot,-0.4,205,4,500,ls
1705,all_boot,-0.4,205,4,500,ls
1705,null,-0.4,205,4,500,ls
1705,gn,-0.4,205,4,500,ls
1705,hybrid_gn,-0.4,205,4,500,ls
1705,none,-0.4,205,4,500,ls
1705,shrunk,-0.4,205,4,500,ls
1706,raw,-0.4,206,4,500,ls
1706,raw,-0.4,206,4,500,ls
1706,raw,-0.4,206,4,500,ls
1706,raw,-0.4,206,4,500,ls
1706,old,-0.4,206,4,500,ls
1706,boot,-0.4,206,4,500,ls
1706,all_boot,-0.4,206,4,500,ls
1706,null,-0.4,206,4,500,ls
1706,gn,-0.4,206,4,500,ls
1706,hybrid_gn,-0.4,206,4,500,ls
1706,none,-0.4,206,4,500,ls
1706,shrunk,-0.4,206,4,500,ls
1707,raw,-0.4,207,4,500,ls
1707,raw,-0.4,207,4,500,ls
1707,raw,-0.4,207,4,500,ls
1707,raw,-0.4,207,4,500,ls
1707,old,-0.4,207,4,500,ls
1707,boot,-0.4,207,4,500,ls
1707,all_boot,-0.4,207,4,500,ls
1707,null,-0.4,207,4,500,ls
1707,gn,-0.4,207,4,500,ls
1707,hybrid_gn,-0.4,207,4,500,ls
1707,none,-0.4,207,4,500,ls
1707,shrunk,-0.4,207,4,500,ls
1708,raw,-0.4,208,4,500,ls
1708,raw,-0.4,208,4,500,ls
1708,raw,-0.4,208,4,500,ls
1708,raw,-0.4,208,4,500,ls
1708,old,-0.4,208,4,500,ls
1708,boot,-0.4,208,4,500,ls
1708,all_boot,-0.4,208,4,500,ls
1708,null,-0.4,208,4,500,ls
1708,gn,-0.4,208,4,500,ls
1708,hybrid_gn,-0.4,208,4,500,ls
1708,none,-0.4,208,4,500,ls
1708,shrunk,-0.4,208,4,500,ls
1709,raw,-0.4,209,4,500,ls
1709,raw,-0.4,209,4,500,ls
1709,raw,-0.4,209,4,500,ls
1709,raw,-0.4,209,4,500,ls
1709,old,-0.4,209,4,500,ls
1709,boot,-0.4,209,4,500,ls
1709,all_boot,-0.4,209,4,500,ls
1709,null,-0.4,209,4,500,ls
